post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,disclosure_pattern,compliance_status,health_claim_detected,health_claim_compliant,penalty_exposure_usd,review_date,reviewer,action_required,notes
POST-0368,@nourishednaturally,Reels,2026-01-10,17:30:00,90940,14755,5.51,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-02-15,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0369,@guthealth_guru,TikTok,2026-03-26,20:15:00,86768,20323,0.87,"#sponsored in middle",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0370,@microbiome_maven,Instagram Stories,2026-03-12,15:30:00,78183,32955,5.84,"Verbal only (video)",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-03-17,Casey Park,NONE,Influencer agreement updated
POST-0371,@vitamindiary,Instagram Stories,2026-03-07,18:45:00,31083,10710,2.54,"#sponsored in middle",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-12,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-0372,@immunity_insider,YouTube,2026-01-03,12:30:00,73001,26831,5.15,"#sponsored in middle",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-02-08,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0373,@wellnesswithjenna,TikTok,2026-01-24,13:00:00,13169,3109,2.87,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-02-28,Sarah Chen,NONE,Follow up required before next post
POST-0374,@immunity_insider,Instagram Stories,2026-02-21,09:30:00,13536,4740,5.37,"Platform Paid Partnership only",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-03-26,Casey Park,NONE,Follow up required before next post
POST-0375,@cleanwellness,Instagram,2026-01-06,09:45:00,47604,17084,2.23,"#ad at post beginning",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-11,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0376,@nourishednaturally,TikTok,2026-01-03,15:45:00,29222,8642,5.56,"No disclosure",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-08,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0377,@supplementspro,TikTok,2026-02-21,13:45:00,79863,23455,5.11,"Platform Paid Partnership only",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-03-26,Sarah Chen,NONE,Formal notice issued
POST-0378,@nourishednaturally,Instagram,2026-02-23,09:15:00,83316,31336,5.0,"#sponsored in middle",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-0379,@digestive_digest,Reels,2026-01-20,21:30:00,72536,19392,5.63,"Verbal only (video)",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-02-25,Sarah Chen,NONE,Follow up required before next post
POST-0380,@microbiome_maven,Instagram Stories,2026-01-13,08:15:00,66324,22548,2.59,"Disclosure in bio only",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-02-18,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0381,@guthealth_guru,Instagram Stories,2026-03-15,18:30:00,58873,12531,3.95,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-20,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-0382,@fitandfueled,YouTube,2026-01-14,16:15:00,41352,7857,2.61,"#sponsored in middle",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-02-19,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0383,@vitalitycoach,Instagram,2026-01-07,13:00:00,39808,11468,5.83,"Platform Paid Partnership only",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-02-12,Jordan Ellis,NONE,Corrected in subsequent post
POST-0384,@cleanwellness,YouTube,2026-01-05,22:30:00,16162,3595,4.0,"#ad at post beginning",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-10,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-0385,@guthealth_guru,Instagram Stories,2026-01-04,18:15:00,60161,24902,3.1,"Platform Paid Partnership only",COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,0,2026-02-09,Jordan Ellis,NONE,Formal notice issued
POST-0386,@probiotic_life,YouTube,2026-02-26,20:45:00,75429,31349,1.29,"Platform Paid Partnership only",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-03-28,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-0387,@supplementspro,TikTok,2026-02-10,17:45:00,86228,18704,5.52,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-15,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0388,@probiotic_life,YouTube,2026-01-04,21:15:00,59166,12747,1.57,"#ad at post beginning",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-09,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0389,@nourishednaturally,YouTube,2026-01-28,18:15:00,46970,16507,1.4,"#ad first hashtag",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-02-28,Jordan Ellis,NONE,Follow up required before next post
POST-0390,@digestive_digest,Instagram,2026-01-08,19:15:00,79829,12076,4.34,"#ad first hashtag",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-02-13,Jordan Ellis,NONE,Influencer agreement updated
POST-0391,@vitalitycoach,Instagram Stories,2026-02-25,13:00:00,31303,5865,5.53,"Disclosure in bio only",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0392,@wellnesswithjenna,Instagram,2026-03-25,17:45:00,86348,29131,3.11,"Ad: at beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0393,@fitandfueled,Reels,2026-03-11,12:15:00,45683,20293,1.37,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-16,Jordan Ellis,NONE,Influencer agreement updated
POST-0394,@fitandfueled,Instagram,2026-03-02,11:30:00,46137,11408,0.91,"No disclosure",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-07,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0395,@holistic_health_hub,TikTok,2026-01-07,14:30:00,27588,9712,4.85,"Platform Paid Partnership only",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-02-12,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-0396,@guthealth_guru,Instagram Stories,2026-03-15,09:45:00,62978,13472,3.47,"Verbal only (video)",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-20,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-0397,@wellnesswithjenna,Reels,2026-03-15,12:15:00,55052,24406,1.56,"#ad first hashtag",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-20,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0398,@wellnesswithjenna,TikTok,2026-03-04,22:00:00,37493,5925,1.29,"#ad at post beginning",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-09,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0399,@supplementspro,YouTube,2026-02-04,12:30:00,38775,13844,5.81,"Disclosure in bio only",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-09,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0400,@wellnesswithjenna,Instagram Stories,2026-03-22,10:15:00,34888,15468,1.49,"Platform Paid Partnership only",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-03-27,Casey Park,NONE,Compliant - no action needed
POST-0401,@vitalitycoach,Instagram Stories,2026-01-11,12:15:00,72113,29477,3.76,"#ad at post beginning",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-02-16,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0402,@supplementspro,Instagram,2026-03-21,22:45:00,51633,17174,3.43,"Ad: at beginning",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-26,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0403,@digestive_digest,TikTok,2026-03-09,13:30:00,34837,5903,4.67,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-14,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0404,@vitalitycoach,Instagram Stories,2026-01-28,15:45:00,31780,11890,5.06,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-28,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0405,@nutriscience,YouTube,2026-01-24,12:15:00,69370,14693,1.49,"#sponsored in middle",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-02-28,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0406,@nourishednaturally,YouTube,2026-01-15,12:15:00,57015,12626,3.75,"#ad at post beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-20,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0407,@guthealth_guru,TikTok,2026-02-17,13:15:00,64632,17216,5.16,"#ad buried as last hashtag",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-22,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-0408,@nourishednaturally,Reels,2026-01-01,09:45:00,51116,19643,4.27,"Platform Paid Partnership only",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-02-06,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-0409,@holistic_health_hub,YouTube,2026-02-15,11:15:00,40287,9095,5.27,"#ad at post beginning",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-20,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-0410,@fitandfueled,YouTube,2026-02-17,18:00:00,77355,26693,1.48,"#sponsored in middle",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-22,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0411,@cleanwellness,TikTok,2026-01-27,13:00:00,40386,6343,2.67,"Ad: at beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-28,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-0412,@nutriscience,Instagram,2026-02-10,11:00:00,59203,21266,3.16,"#sponsored in middle",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-15,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-0413,@nourishednaturally,TikTok,2026-01-06,12:15:00,14395,3968,3.12,"Ad: at beginning",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-02-11,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0414,@supplementspro,YouTube,2026-03-21,19:00:00,35132,8309,5.25,"#sponsored in middle",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-26,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0415,@nutriscience,TikTok,2026-02-15,17:30:00,63240,19689,4.48,"Disclosure in bio only",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-20,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-0416,@guthealth_guru,Instagram Stories,2026-01-25,08:45:00,71290,20941,4.91,"#sponsored in middle",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-28,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0417,@probiotic_life,Reels,2026-03-17,14:15:00,36520,14875,2.04,"#sponsored in middle",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-22,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0418,@nutriscience,Instagram Stories,2026-01-01,17:15:00,57960,22688,4.95,"#ad buried as last hashtag",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-06,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0419,@vitalitycoach,TikTok,2026-02-04,08:15:00,48913,9467,5.97,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-09,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0420,@nutriscience,Instagram,2026-02-01,10:30:00,83540,33703,4.67,"Verbal only (video)",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-06,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0421,@supplementspro,Instagram Stories,2026-03-24,10:00:00,58885,25887,0.88,"No disclosure",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0422,@digestive_digest,TikTok,2026-02-21,15:15:00,82644,22379,2.36,"#sponsored in middle",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-26,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0423,@nourishednaturally,Instagram,2026-02-05,11:30:00,33841,11772,3.33,"Verbal only (video)",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-03-10,Jordan Ellis,NONE,Influencer agreement updated
POST-0424,@guthealth_guru,Instagram Stories,2026-03-07,09:30:00,83139,29673,1.83,"Platform Paid Partnership only",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-03-12,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0425,@vitamindiary,Instagram,2026-02-03,22:00:00,86197,14966,3.27,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-08,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0426,@guthealth_guru,Instagram,2026-03-15,16:45:00,39259,11041,4.25,"#ad buried as last hashtag",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-20,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0427,@digestive_digest,TikTok,2026-02-08,13:15:00,78544,35158,2.37,"Disclosure in bio only",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-13,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0428,@microbiome_maven,YouTube,2026-01-03,18:15:00,88436,28467,3.82,"Disclosure in bio only",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-02-08,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0429,@digestive_digest,Reels,2026-01-20,18:00:00,82332,23506,4.71,"#ad first hashtag",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-02-25,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0430,@cleanwellness,TikTok,2026-01-13,12:15:00,60158,13056,0.85,"Verbal only (video)",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-02-18,Casey Park,NONE,Influencer agreement updated
POST-0431,@guthealth_guru,Instagram Stories,2026-01-27,21:45:00,82330,13464,1.67,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-02-28,Jordan Ellis,NONE,Influencer agreement updated
POST-0432,@nourishednaturally,Reels,2026-02-09,09:30:00,37855,7737,2.3,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-14,Sarah Chen,NONE,Follow up required before next post
POST-0433,@guthealth_guru,Instagram,2026-01-03,15:00:00,19161,5764,3.04,"Platform Paid Partnership only",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-02-08,Casey Park,NONE,Follow up required before next post
POST-0434,@immunity_insider,Instagram,2026-03-02,20:15:00,89528,24697,5.92,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-07,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-0435,@nutriscience,Instagram Stories,2026-03-06,20:15:00,57200,22522,4.06,"#ad buried as last hashtag",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-11,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0436,@vitamindiary,YouTube,2026-02-03,09:00:00,28924,9960,2.46,"#ad buried as last hashtag",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-08,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0437,@immunity_insider,TikTok,2026-03-26,18:00:00,28484,7679,1.6,"Platform Paid Partnership only",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-28,Jordan Ellis,NONE,Influencer agreement updated
POST-0438,@immunity_insider,Reels,2026-03-28,09:45:00,92907,38745,5.89,"#ad first hashtag",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-28,Jordan Ellis,NONE,Formal notice issued
POST-0439,@holistic_health_hub,YouTube,2026-02-16,21:45:00,66030,25427,1.68,"Disclosure in bio only",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-21,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-0440,@digestive_digest,YouTube,2026-03-16,09:30:00,85229,18083,4.95,"#sponsored in middle",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-21,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0441,@immunity_insider,Reels,2026-02-14,22:00:00,66577,15092,2.33,"#ad at post beginning",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-19,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0442,@nourishednaturally,Reels,2026-01-05,08:45:00,89199,19944,1.69,"#ad at post beginning",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-10,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0443,@fitandfueled,YouTube,2026-02-02,19:30:00,18962,7778,1.4,"Platform Paid Partnership only",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-07,Casey Park,NONE,Compliant - no action needed
POST-0444,@nutriscience,YouTube,2026-01-13,12:15:00,20082,5478,3.33,"Ad: at beginning",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-18,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0445,@supplementspro,YouTube,2026-03-05,13:00:00,87550,28184,5.02,"#ad at post beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-10,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0446,@supplementspro,Instagram,2026-03-26,16:30:00,12064,3764,1.53,"No disclosure",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0447,@immunity_insider,Instagram,2026-01-27,22:00:00,85077,21923,4.63,"#ad at post beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-28,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0448,@nourishednaturally,YouTube,2026-02-28,09:15:00,72087,26802,5.51,"Platform Paid Partnership only",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-03-28,Jordan Ellis,NONE,Compliant - no action needed
POST-0449,@wellnesswithjenna,TikTok,2026-02-08,22:15:00,71016,26035,2.75,"#sponsored in middle",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-13,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0450,@nourishednaturally,Instagram,2026-01-15,09:30:00,51927,19061,5.67,"Platform Paid Partnership only",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-02-20,Jordan Ellis,NONE,Compliant - no action needed
POST-0451,@microbiome_maven,Instagram Stories,2026-02-13,20:00:00,81509,20742,3.75,"#ad buried as last hashtag",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-18,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0452,@vitamindiary,TikTok,2026-02-07,22:15:00,56867,25508,1.57,"#ad at post beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-12,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0453,@vitamindiary,Instagram Stories,2026-03-26,20:00:00,89387,26207,3.02,"Ad: at beginning",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0454,@microbiome_maven,Instagram,2026-02-11,08:00:00,77572,27663,1.8,"#ad first hashtag",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-03-16,Sarah Chen,NONE,Compliant - no action needed
