company_id,company_name,industry_segment,notice_received_date,notice_type,violations_alleged,penalty_per_violation_usd,total_penalty_usd,resolution_type,resolution_date,consent_order_provisions,advertising_claims_flagged,evidence_standard_failed,disclosure_issues,status
CO-0231,Supplement Co. 231,probiotic_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-01-02,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; preliminary studies (prohibited qualifier); clinically demonstrated without RCT; Made in USA false claim; insider reviews undisclosed; biodegradable false claim; may help support (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0232,Supplement Co. 232,probiotic_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-06-19,None,preliminary studies (prohibited qualifier); may help support (prohibited qualifier); biodegradable false claim; scientifically proven without evidence,RCT required but not available,YES,RESOLVED
CO-0233,Supplement Co. 233,weight_loss_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),3,51744.0,155232.0,civil_penalty_settlement,2024-06-16,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; fake reviews; preliminary studies (prohibited qualifier),RCT required but not available,YES,PENDING
CO-0234,Supplement Co. 234,probiotic_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,voluntary_correction,2024-12-15,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; undisclosed paid endorsement; promising results (prohibited qualifier); biodegradable false claim; results not typical disclaimer; fake reviews; scientifically proven without evidence; clinically demonstrated without RCT,RCT required but not available,NO,PENDING
CO-0235,Supplement Co. 235,probiotic_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,ongoing_investigation,2024-02-18,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; fake reviews; insider reviews undisclosed,RCT required but not available,NO,OPEN
CO-0236,Supplement Co. 236,cognitive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,ongoing_investigation,2024-03-20,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; review suppression,RCT required but not available,YES,RESOLVED
CO-0237,Supplement Co. 237,cognitive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,no_action_letter,2024-06-01,None,undisclosed paid endorsement; fake reviews; may help support (prohibited qualifier); scientifically proven without evidence; promising results (prohibited qualifier); insider reviews undisclosed,RCT required but not available,NO,OPEN
CO-0238,Supplement Co. 238,energy_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,ongoing_investigation,2024-03-11,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; fake reviews; review suppression; insider reviews undisclosed; scientifically proven without evidence; may help support (prohibited qualifier); promising results (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0239,Supplement Co. 239,energy_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-05-11,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); undisclosed paid endorsement; biodegradable false claim; may help support (prohibited qualifier); insider reviews undisclosed; Made in USA false claim,RCT required but not available,YES,RESOLVED
CO-0240,Supplement Co. 240,sleep_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,consent_order,2024-11-14,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); scientifically proven without evidence,RCT required but not available,NO,OPEN
CO-0241,Supplement Co. 241,energy_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,consent_order,2024-01-18,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; preliminary studies (prohibited qualifier); may help support (prohibited qualifier); undisclosed paid endorsement; results not typical disclaimer,RCT required but not available,NO,OPEN
CO-0242,Supplement Co. 242,digestive_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,voluntary_correction,2024-10-07,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; scientifically proven without evidence; results not typical disclaimer; clinically demonstrated without RCT; biodegradable false claim; Made in USA false claim; insider reviews undisclosed; promising results (prohibited qualifier),RCT required but not available,YES,PENDING
CO-0243,Supplement Co. 243,digestive_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,consent_order,2024-05-09,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; biodegradable false claim,RCT required but not available,NO,PENDING
CO-0244,Supplement Co. 244,probiotic_supplement,2023-04-19,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-06-26,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim,RCT required but not available,NO,RESOLVED
CO-0245,Supplement Co. 245,probiotic_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,no_action_letter,2024-04-17,None,review suppression,RCT required but not available,YES,PENDING
CO-0246,Supplement Co. 246,digestive_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,ongoing_investigation,2024-04-09,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; Made in USA false claim,RCT required but not available,NO,OPEN
CO-0247,Supplement Co. 247,beauty_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),7,51744.0,413952.0,civil_penalty_settlement,2024-02-02,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; review suppression; clinically demonstrated without RCT; Made in USA false claim; fake reviews; preliminary studies (prohibited qualifier); undisclosed paid endorsement,RCT required but not available,YES,OPEN
CO-0248,Supplement Co. 248,probiotic_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,consent_order,2024-04-07,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); insider reviews undisclosed; preliminary studies (prohibited qualifier); results not typical disclaimer,RCT required but not available,YES,OPEN
CO-0249,Supplement Co. 249,digestive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,no_action_letter,2024-03-06,None,scientifically proven without evidence; clinically demonstrated without RCT; Made in USA false claim,RCT required but not available,NO,PENDING
CO-0250,Supplement Co. 250,energy_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-12-01,None,Made in USA false claim; results not typical disclaimer; biodegradable false claim; may help support (prohibited qualifier); fake reviews; preliminary studies (prohibited qualifier); review suppression,RCT required but not available,NO,OPEN
CO-0251,Supplement Co. 251,anti_aging_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,no_action_letter,2024-11-15,None,may help support (prohibited qualifier); results not typical disclaimer; preliminary studies (prohibited qualifier); review suppression; scientifically proven without evidence,RCT required but not available,YES,RESOLVED
CO-0252,Supplement Co. 252,weight_loss_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,no_action_letter,2024-07-08,None,scientifically proven without evidence; fake reviews; clinically demonstrated without RCT,RCT required but not available,YES,OPEN
CO-0253,Supplement Co. 253,probiotic_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,ongoing_investigation,2024-03-17,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; Made in USA false claim; insider reviews undisclosed,RCT required but not available,NO,OPEN
CO-0254,Supplement Co. 254,beauty_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-11-03,None,fake reviews; preliminary studies (prohibited qualifier); clinically demonstrated without RCT; undisclosed paid endorsement; promising results (prohibited qualifier); review suppression; may help support (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0255,Supplement Co. 255,energy_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-05-22,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); results not typical disclaimer; biodegradable false claim; fake reviews; promising results (prohibited qualifier); may help support (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0256,Supplement Co. 256,weight_loss_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),2,51744.0,517440.0,civil_penalty_settlement,2024-12-01,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; preliminary studies (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0257,Supplement Co. 257,cognitive_supplement,2023-04-19,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,ongoing_investigation,2024-01-06,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; fake reviews,RCT required but not available,NO,OPEN
CO-0258,Supplement Co. 258,digestive_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-07-05,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; promising results (prohibited qualifier); preliminary studies (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0259,Supplement Co. 259,cognitive_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,no_action_letter,2024-03-23,None,undisclosed paid endorsement; review suppression,RCT required but not available,YES,PENDING
CO-0260,Supplement Co. 260,beauty_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),4,51744.0,258720.0,civil_penalty_settlement,2024-04-18,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; Made in USA false claim; review suppression; insider reviews undisclosed,RCT required but not available,NO,OPEN
CO-0261,Supplement Co. 261,digestive_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,ongoing_investigation,2024-11-05,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); undisclosed paid endorsement; may help support (prohibited qualifier); insider reviews undisclosed; review suppression,RCT required but not available,NO,OPEN
