post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,reach,clicks,link_clicks,saves,shares,comments,likes,disclosure_pattern,disclosure_type,disclosure_timing,compliance_status,health_claim_detected,health_claim_category,health_claim_compliant,violation_category,penalty_exposure_usd,review_date,reviewer,resolution_status,resolution_action,resolution_date,legal_hold,notes,campaign_id,content_type,paid_partnership_tag,verbal_disclosure,visual_disclosure
SUPP-0363,@supplementspro,TikTok,2026-02-20,07:00:00,64356,31555,6.25,25080,1039,273,433,455,377,2337,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,None,0,2026-03-23,Sarah Chen,RESOLVED,NONE,2026-03-27,No,"Supplemental audit batch March 2026",CAMP-2026-002,Short video (<60s),No,No,Yes
SUPP-0364,@digestive_digest,LinkedIn,2026-03-28,19:00:00,113054,22785,5.16,23550,1658,345,165,325,569,1978,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-03-28,Casey Park,IN_REVIEW,COMPLIANT - NO ACTION,N/A,No,"Sarah Chen escalation review",CAMP-2026-009,Live session,No,No,No
SUPP-0365,@cleanwellness,YouTube,2026-02-17,18:45:00,31856,9903,3.47,8586,485,137,244,67,341,1008,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,§255.5,51744,2026-03-20,Jordan Ellis,OPEN,UPDATE DISCLOSURE,N/A,No,"Influencer remediation tracking",CAMP-2026-001,Reel,No,No,No
SUPP-0366,@cleanwellness,Reels,2026-01-23,14:15:00,47302,19803,6.61,17340,1488,710,146,289,273,963,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-02-26,Jordan Ellis,PENDING,MONITORING,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-017,Reel,No,No,No
SUPP-0367,@vitamindiary,YouTube,2026-02-26,14:15:00,90432,38232,2.9,31196,1229,359,912,401,1311,1703,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-03-28,Casey Park,OPEN,UPDATE DISCLOSURE,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-009,Live session,No,No,No
SUPP-0368,@digestive_digest,Instagram Stories,2026-01-04,20:00:00,20915,9891,6.12,9772,782,379,235,138,370,225,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-02-07,Jordan Ellis,PENDING,REMOVE CLAIM,N/A,No,"Sarah Chen escalation review",CAMP-2026-001,Podcast mention,No,No,No
SUPP-0369,@supplementspro,Instagram Stories,2026-01-02,07:00:00,99055,45696,1.45,45882,2170,359,837,168,466,1482,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-02-05,Sarah Chen,PENDING,INFLUENCER NOTIFIED,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-017,Blog post,Yes,No,No
SUPP-0370,@cleanwellness,Snapchat,2026-03-16,16:30:00,107534,20558,6.92,14847,1384,242,495,271,689,1188,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-19,Sarah Chen,IN_REVIEW,ESCALATE TO CCO,N/A,No,"Influencer remediation tracking",CAMP-2026-001,Short video (<60s),No,No,No
SUPP-0371,@vitalitycoach,Twitter/X,2026-02-24,15:15:00,67475,8306,6.71,6593,473,97,169,97,110,640,"Ad: at beginning",adequate,pre-content,COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,None,0,2026-03-27,Sarah Chen,RESOLVED,NONE,2026-03-28,No,"Post-CEO-retraction review round",CAMP-2026-002,Static image,No,No,Yes
SUPP-0372,@nutriscience,Instagram,2026-01-08,07:45:00,87214,35813,4.29,35068,1277,442,767,421,711,2586,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,None,0,2026-02-11,Casey Park,RESOLVED,NONE,2026-02-15,No,"Sarah Chen escalation review",CAMP-2026-017,Carousel,No,No,Yes
SUPP-0373,@nutriscience,Pinterest,2026-03-18,15:45:00,14313,2264,6.01,2173,150,67,66,5,48,269,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-21,Alex Rivera (Ext.),PENDING,CONTRACT UPDATED,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-007,Long video (>60s),No,No,No
SUPP-0374,@microbiome_maven,TikTok,2026-01-11,21:30:00,14650,7457,2.42,5566,160,38,201,96,255,937,"Ad: at beginning",adequate,pre-content,COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,None,0,2026-02-14,Casey Park,RESOLVED,NONE,2026-02-18,No,"Casey Park pre-launch clearance",CAMP-2026-010,Carousel,No,No,Yes
SUPP-0375,@supplementspro,Instagram,2026-02-27,22:00:00,98858,27683,4.6,21068,1397,409,752,197,958,1943,"#ad first hashtag",adequate,pre-content,COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,None,0,2026-03-28,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-28,No,"Post-update-1 compliance sweep",CAMP-2026-006,Short video (<60s),No,No,Yes
SUPP-0376,@digestive_digest,Instagram Stories,2026-02-23,16:30:00,36814,15246,2.75,14114,1015,303,133,198,423,1108,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-26,Sarah Chen,OPEN,OBTAIN LEGAL REVIEW,N/A,No,"Quarterly disclosure audit",CAMP-2026-009,Story,No,No,No
SUPP-0377,@wellnesswithjenna,Twitter/X,2026-01-03,08:00:00,66777,10506,1.74,10403,484,279,265,61,374,1233,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,None,0,2026-02-06,Casey Park,RESOLVED,NONE,2026-02-10,No,"Influencer remediation tracking",CAMP-2026-005,Carousel,No,No,No
SUPP-0378,@nourishednaturally,YouTube,2026-01-08,15:30:00,36799,4950,3.44,4142,88,14,48,59,103,543,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-02-11,Sarah Chen,PENDING,UPDATE DISCLOSURE,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-003,Blog post,No,No,Yes
SUPP-0379,@cleanwellness,Reels,2026-03-11,09:00:00,63812,26453,2.12,24035,881,527,469,291,493,2169,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-03-14,Sarah Chen,PENDING,ESCALATE TO CCO,N/A,No,"Sarah Chen escalation review",CAMP-2026-007,Story,No,No,No
SUPP-0380,@nourishednaturally,Reels,2026-03-13,21:15:00,102544,17082,6.41,16208,679,388,337,166,69,1729,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,§255.5,51744,2026-03-16,Alex Rivera (Ext.),OPEN,REMOVE CLAIM,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-007,Short video (<60s),No,No,No
SUPP-0381,@immunity_insider,Snapchat,2026-03-12,20:00:00,69431,9538,2.35,7909,333,80,88,121,295,292,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,§255.5,51744,2026-03-15,Jordan Ellis,IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Quarterly disclosure audit",CAMP-2026-001,Carousel,No,No,No
SUPP-0382,@vitamindiary,Pinterest,2026-03-19,21:30:00,89684,46553,5.9,48290,3467,1949,557,235,1720,2729,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-03-22,Casey Park,PENDING,MONITORING,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-002,Blog post,No,No,No
SUPP-0383,@holistic_health_hub,Facebook,2026-02-04,07:30:00,59917,30244,2.29,24800,918,412,399,432,978,3141,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,§255.5,51744,2026-03-07,Sarah Chen,PENDING,UPDATE DISCLOSURE,N/A,No,"Influencer remediation tracking",CAMP-2026-002,Blog post,No,No,No
SUPP-0384,@vitalitycoach,Twitter/X,2026-01-07,13:15:00,73892,33270,3.6,29971,2323,492,957,286,305,3138,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,§255.5,51744,2026-02-10,Alex Rivera (Ext.),IN_REVIEW,REMOVE CLAIM,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-012,Podcast mention,No,No,No
SUPP-0385,@cleanwellness,Instagram,2026-02-02,23:15:00,88096,47421,1.66,47967,2879,1475,455,439,204,4892,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-05,Alex Rivera (Ext.),PENDING,REMOVE CLAIM,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-003,Blog post,No,No,No
SUPP-0386,@cleanwellness,Snapchat,2026-02-05,23:00:00,84610,12883,6.36,10388,286,137,173,138,394,1776,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-08,Jordan Ellis,PENDING,CONTRACT UPDATED,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-013,Podcast mention,No,No,No
SUPP-0387,@holistic_health_hub,Reels,2026-02-22,13:30:00,11012,2011,0.66,1990,17,7,30,29,16,104,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,None,0,2026-03-25,Casey Park,RESOLVED,NONE,2026-03-28,No,"Quarterly disclosure audit",CAMP-2026-002,Live session,No,No,No
SUPP-0388,@nutriscience,YouTube,2026-01-22,15:30:00,62639,7778,2.76,7435,164,73,50,36,45,482,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-02-25,Sarah Chen,OPEN,REMOVE CLAIM,N/A,No,"Post-CEO-retraction review round",CAMP-2026-003,Live session,No,No,No
SUPP-0389,@digestive_digest,Pinterest,2026-01-16,07:45:00,115642,59503,1.52,51644,1632,749,1329,145,548,7317,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-02-19,Sarah Chen,IN_REVIEW,REMOVE CLAIM,N/A,No,"Post-CEO-retraction review round",CAMP-2026-018,Static image,No,No,No
SUPP-0390,@nutriscience,Twitter/X,2026-03-03,10:00:00,62875,25905,1.41,25431,1672,955,65,290,839,2629,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,§255.5,51744,2026-03-06,Jordan Ellis,OPEN,OBTAIN LEGAL REVIEW,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-012,Podcast mention,No,No,Yes
SUPP-0391,@vitalitycoach,LinkedIn,2026-02-28,11:00:00,69386,10762,6.74,11487,713,349,63,55,127,1126,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,None,0,2026-03-28,Casey Park,RESOLVED,NONE,2026-03-28,No,"Casey Park pre-launch clearance",CAMP-2026-016,Live session,No,No,Yes
SUPP-0392,@nutriscience,Instagram Stories,2026-03-21,13:00:00,23572,7418,3.37,7037,511,127,100,103,195,933,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,None,0,2026-03-24,Casey Park,RESOLVED,NONE,2026-03-28,No,"Casey Park pre-launch clearance",CAMP-2026-017,Static image,No,No,No
SUPP-0393,@guthealth_guru,Instagram Stories,2026-02-21,09:30:00,65078,31058,1.34,22427,306,34,896,163,602,4039,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-03-24,Jordan Ellis,IN_REVIEW,REMOVE CLAIM,N/A,No,"Quarterly disclosure audit",CAMP-2026-010,Story,No,No,No
SUPP-0394,@immunity_insider,Pinterest,2026-02-13,12:00:00,75920,26216,6.55,21660,498,56,769,139,646,1950,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Supports immune health (compliant with RCT)",health_efficacy,Yes,None,0,2026-03-16,Casey Park,RESOLVED,NONE,2026-03-20,No,"Supplemental audit batch March 2026",CAMP-2026-012,Podcast mention,No,No,Yes
SUPP-0395,@nourishednaturally,Reels,2026-03-22,21:30:00,73411,8147,3.83,6228,69,13,230,63,109,671,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-25,Sarah Chen,PENDING,ESCALATE TO CCO,N/A,No,"Post-CEO-retraction review round",CAMP-2026-013,Story,No,No,No
SUPP-0396,@vitamindiary,LinkedIn,2026-03-24,15:15:00,68121,29986,6.46,24952,638,159,239,125,513,2822,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-03-27,Alex Rivera (Ext.),OPEN,UPDATE DISCLOSURE,N/A,No,"Quarterly disclosure audit",CAMP-2026-013,Podcast mention,No,No,No
SUPP-0397,@digestive_digest,LinkedIn,2026-01-01,22:30:00,21385,2435,2.82,2064,179,37,56,25,20,118,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-02-04,Alex Rivera (Ext.),PENDING,REMOVE CLAIM,N/A,No,"Post-CEO-retraction review round",CAMP-2026-017,Long video (>60s),Yes,No,No
SUPP-0398,@vitalitycoach,LinkedIn,2026-02-22,11:45:00,81329,28684,0.64,21715,780,453,503,54,448,1784,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,§255.5,51744,2026-03-25,Casey Park,OPEN,COMPLIANT - NO ACTION,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-019,Static image,Yes,No,No
SUPP-0399,@microbiome_maven,Pinterest,2026-01-27,07:15:00,59398,7713,0.92,8119,72,10,215,49,37,665,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,§255.5,51744,2026-02-28,Alex Rivera (Ext.),OPEN,ESCALATE TO CCO,N/A,No,"Sarah Chen escalation review",CAMP-2026-010,Live session,No,No,No
SUPP-0400,@fitandfueled,Snapchat,2026-03-27,14:45:00,70602,12948,5.4,9211,332,36,364,118,277,1513,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,§255.5,51744,2026-03-28,Alex Rivera (Ext.),IN_REVIEW,MONITORING,N/A,No,"Sarah Chen escalation review",CAMP-2026-019,Blog post,No,No,No
SUPP-0401,@supplementspro,Instagram Stories,2026-03-28,20:45:00,38798,14808,4.26,12588,667,328,256,88,493,1391,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-28,Sarah Chen,PENDING,OBTAIN LEGAL REVIEW,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-002,Reel,No,No,No
SUPP-0402,@wellnesswithjenna,Instagram Stories,2026-02-13,10:45:00,51894,16254,2.7,12530,1022,193,337,36,644,405,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,§255.5,51744,2026-03-16,Sarah Chen,IN_REVIEW,INFLUENCER NOTIFIED,N/A,No,"Sarah Chen escalation review",CAMP-2026-017,Short video (<60s),Yes,No,No
SUPP-0403,@immunity_insider,Twitter/X,2026-02-05,22:30:00,82723,22700,0.96,21612,1639,679,138,32,392,1721,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-08,Jordan Ellis,IN_REVIEW,MONITORING,N/A,No,"Sarah Chen escalation review",CAMP-2026-013,Carousel,No,No,No
SUPP-0404,@nourishednaturally,YouTube,2026-02-18,14:00:00,46818,15800,2.42,11066,292,96,124,34,43,1814,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-03-21,Sarah Chen,IN_REVIEW,MONITORING,N/A,No,"Quarterly disclosure audit",CAMP-2026-003,Story,No,No,No
SUPP-0405,@nourishednaturally,YouTube,2026-03-23,21:45:00,91710,12155,2.99,12808,141,35,346,85,53,1819,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,§255.5,51744,2026-03-26,Jordan Ellis,PENDING,MONITORING,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-001,Short video (<60s),No,No,No
SUPP-0406,@vitamindiary,Facebook,2026-02-12,07:15:00,23663,11238,3.29,10957,162,34,166,32,132,820,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,None,0,2026-03-15,Jordan Ellis,RESOLVED,NONE,2026-03-19,No,"Quarterly disclosure audit",CAMP-2026-003,Podcast mention,No,No,Yes
SUPP-0407,@nourishednaturally,Facebook,2026-01-06,10:00:00,32238,15258,6.93,13380,481,272,355,158,193,1210,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-02-09,Sarah Chen,PENDING,ESCALATE TO CCO,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-009,Blog post,Yes,No,No
SUPP-0408,@vitalitycoach,Instagram Stories,2026-02-02,14:15:00,81731,27995,5.51,25976,417,185,437,104,1044,813,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,§255.5,51744,2026-03-05,Alex Rivera (Ext.),OPEN,UPDATE DISCLOSURE,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-003,Story,No,No,No
SUPP-0409,@vitamindiary,Snapchat,2026-01-23,15:15:00,108558,16285,6.44,17094,1240,416,387,144,319,807,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,None,0,2026-02-26,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-28,No,"Post-update-1 compliance sweep",CAMP-2026-003,Blog post,No,No,No
SUPP-0410,@microbiome_maven,Instagram Stories,2026-01-03,19:30:00,99702,44140,6.2,40784,2249,551,347,298,404,5212,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,§255.5,51744,2026-02-06,Alex Rivera (Ext.),PENDING,COMPLIANT - NO ACTION,N/A,No,"Quarterly disclosure audit",CAMP-2026-018,Static image,No,No,No
SUPP-0411,@guthealth_guru,Reels,2026-01-13,08:15:00,46057,10194,5.81,7182,549,327,126,52,140,526,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-02-16,Jordan Ellis,PENDING,ESCALATE TO CCO,N/A,No,"Influencer remediation tracking",CAMP-2026-006,Podcast mention,Yes,No,No
SUPP-0412,@holistic_health_hub,Pinterest,2026-03-28,20:45:00,76990,17923,2.28,13161,509,165,242,247,213,1220,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-03-28,Jordan Ellis,OPEN,COMPLIANT - NO ACTION,N/A,No,"Post-CEO-retraction review round",CAMP-2026-012,Blog post,No,No,No
SUPP-0413,@microbiome_maven,TikTok,2026-03-24,22:45:00,56463,21603,0.79,20727,1374,650,361,307,247,1708,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-03-27,Casey Park,PENDING,REMOVE CLAIM,N/A,No,"Post-CEO-retraction review round",CAMP-2026-003,Static image,No,No,No
